player,cluster,total_runs,strike_rate,total_fours,total_sixes,total_wickets,economy_rate,total_runs_conceded,mu_batting_glicko,phi_batting_glicko,mu_bowling_glicko,phi_bowling_glicko,avg_impact_residual_batter,avg_impact_residual_bowler
DL Chahar,3,80.0,131.14754098360655,2.0,6.0,79.0,7.70790378006873,2243.0,1500.0,350.0,2187.5648707527757,89.84792771843199,0.3376758490837283,0.2828124032931368
DL Vettori,1,121.0,102.54237288135593,11.0,2.0,34.0,6.83312101910828,894.0,1500.0,350.0,1865.3977142645615,87.71167795709293,0.1735095585963893,0.1630772552365759
DNT Zoysa,0,11.0,122.22222222222223,1.0,0.0,2.0,8.695652173913043,100.0,1500.0,350.0,1176.989939801504,170.44210218861315,-0.3380403783133178,0.3071413089931523
DP Conway,2,924.0,138.11659192825113,100.0,30.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3653667745888878,0.0
DP Nannes,0,4.0,30.76923076923077,0.0,0.0,38.0,7.097242380261249,815.0,1500.0,350.0,1737.5934855216783,84.72775438625487,0.0621183977033578,0.2092704646169181
DP Vijaykumar,0,1.0,100.0,0.0,0.0,4.0,7.735849056603773,205.0,1500.0,350.0,1588.3192406874236,134.25724157280786,0.015248339004108,0.1794152409773299
DPMD Jayawardene,2,1808.0,118.7910643889619,200.0,40.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2391714312333835,0.0
DR Sams,0,44.0,91.66666666666666,1.0,3.0,15.0,8.143958868894602,528.0,1500.0,350.0,2346.0770594412024,99.13525057519144,-0.0482915544605342,0.3654639465735618
DR Smith,4,2385.0,132.27953410981698,245.0,117.0,27.0,8.88689407540395,825.0,1500.0,350.0,2086.6274085195523,100.32171625719177,0.3338354465130746,0.2818490494678771
DS Kulkarni,3,104.0,92.03539823008849,7.0,2.0,91.0,8.037313432835822,2513.0,1500.0,350.0,1900.7821464806864,90.40821104668704,0.1663920197509729,0.2897882805434803
DT Christian,1,460.0,112.74509803921569,23.0,19.0,40.0,7.926247288503254,1218.0,1500.0,350.0,1905.965073713578,88.76743216405458,0.1987658145264824,0.2546259310335351
DW Steyn,3,167.0,102.45398773006136,14.0,3.0,105.0,6.791411042944785,2583.0,1500.0,350.0,1983.465226330164,85.75341374869024,0.1764946793429132,0.2473277511462517
Dhruv Jurel,2,347.0,146.41350210970467,29.0,16.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3853928136232784,0.0
E Lewis,2,654.0,131.06212424849699,62.0,36.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2724643262406555,0.0
EJG Morgan,2,1406.0,119.05165114309906,112.0,64.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3376358774480296,0.0
F du Plessis,4,4571.0,133.07132459970887,422.0,166.0,0.0,16.0,16.0,1500.0,350.0,1571.7537662060722,299.2952700442475,0.3318003700108669,-1.03834243829698
FA Allen,0,14.0,73.68421052631578,1.0,0.0,2.0,8.967032967032967,136.0,1500.0,350.0,1773.3713355475977,188.95708484179977,-0.2596307577374132,0.2642141233866929
FH Edwards,1,4.0,80.0,0.0,0.0,6.0,6.4,160.0,1500.0,350.0,2034.6177048365691,125.11593189616332,0.1896509099639507,0.2280657040047486
FY Fazal,1,183.0,102.23463687150837,22.0,1.0,1.0,10.0,20.0,1500.0,350.0,1675.0963864911191,243.6708954164309,0.1681226971658263,0.5642544486974925
Fazalhaq Farooqi,0,3.0,23.076923076923077,0.0,0.0,6.0,8.481481481481481,229.0,1500.0,350.0,2088.1894092435355,147.69170157231434,0.2119844079600337,0.1784135698845581
G Coetzee,0,14.0,63.63636363636363,0.0,1.0,13.0,9.916666666666666,357.0,1500.0,350.0,2127.5438595514142,117.4061117477421,-0.2385766645770737,0.3382805443157636
G Gambhir,4,4217.0,119.66515323496027,492.0,59.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2130576634969194,0.0
GB Hogg,1,22.0,100.0,1.0,0.0,25.0,7.532188841201716,585.0,1500.0,350.0,2107.635317104459,94.44691298251637,0.108392505789428,0.1640741807340436
GC Smith,2,739.0,106.9464544138929,94.0,9.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2338524690951274,0.0
GC Viljoen,0,3.0,42.857142857142854,0.0,0.0,8.0,9.41095890410959,229.0,1500.0,350.0,1924.53108665946,155.6770756403622,-0.1084092633598087,0.3966934139583638
GD McGrath,0,4.0,80.0,1.0,0.0,14.0,6.674772036474164,366.0,1500.0,350.0,1734.7835849509777,102.9994697035174,-0.4242991739965157,0.3288698879574054
GD Phillips,1,65.0,118.18181818181819,3.0,6.0,2.0,7.741935483870968,40.0,1500.0,350.0,2146.231616243788,221.12634641280053,0.3093930015918383,0.068178354969268
GH Vihari,1,284.0,85.80060422960725,23.0,1.0,1.0,6.697674418604651,48.0,1500.0,350.0,2036.6694659942489,175.5782993983503,0.102521503873241,0.2002351681207318
GHS Garton,0,2.0,50.0,0.0,0.0,3.0,8.412371134020617,136.0,1500.0,350.0,2083.5239002504477,172.47619485631188,-0.2009764992904392,0.3507690525208102
GJ Bailey,2,663.0,120.1086956521739,59.0,19.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2674998518134948,0.0
GJ Maxwell,4,2772.0,150.4885993485342,233.0,160.0,41.0,8.151295336787564,1311.0,1500.0,350.0,2460.882161460341,90.28082734570476,0.3146118357636253,0.2425401001933221
GS Sandhu,0,0.0,0.0,0.0,0.0,1.0,10.75,86.0,1500.0,350.0,1932.1861929784252,234.3084585406381,0.0,0.6378123887798478
Gagandeep Singh,0,0.0,0.0,0.0,0.0,3.0,10.142857142857142,142.0,1500.0,350.0,1205.0237642507705,186.48643365557825,0.0,0.711840415661906
Gurkeerat Singh,1,511.0,117.20183486238531,55.0,11.0,5.0,7.097560975609756,97.0,1500.0,350.0,2096.253559175826,170.69257546338525,0.2453414694430027,0.1730701664249646
H Klaasen,2,993.0,161.99021207177816,56.0,64.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3840246570764492,0.0
H Sharma,0,0.0,0.0,0.0,0.0,0.0,12.400000000000002,62.0,1500.0,350.0,1382.8436753300527,307.06558847689246,0.0,0.4833546763903039
HC Brook,2,190.0,119.49685534591194,23.0,4.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2036575808396944,0.0
HF Gurney,0,1.0,20.0,0.0,0.0,7.0,8.485207100591715,239.0,1500.0,350.0,1920.3963745636431,128.54790589600333,0.1988809162061337,0.4130569432352405
HH Gibbs,2,886.0,105.8542413381123,83.0,31.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2266336313979594,0.0
HH Pandya,3,2534.0,139.69128996692393,189.0,137.0,70.0,8.872727272727273,2196.0,1500.0,350.0,1909.056377533039,91.94557427451744,0.2561809692177698,0.2772883009034799
HM Amla,2,577.0,138.03827751196172,60.0,21.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3417220804547364,0.0
HR Shokeen,1,66.0,98.50746268656717,9.0,0.0,5.0,9.014084507042252,320.0,1500.0,350.0,2288.0937391446773,130.49495446124195,0.151578132274801,0.3681606511010892
HV Patel,3,249.0,116.35514018691589,16.0,15.0,151.0,8.44570928196147,3215.0,1500.0,350.0,2115.780652936486,84.17324394448691,0.1680881901609572,0.2036170717541023
Harbhajan Singh,3,833.0,130.9748427672956,79.0,42.0,161.0,7.038329519450801,4101.0,1500.0,350.0,2201.1341243888287,88.93608641829373,0.1987121842751741,0.2044456289192012
Harmeet Singh,1,18.0,150.0,3.0,0.0,31.0,7.80836236933798,747.0,1500.0,350.0,2064.7485707117703,90.23888171439258,-0.1378373833890298,0.2783705394366642
Harpreet Brar,1,233.0,115.92039800995025,19.0,9.0,25.0,7.864161849710983,907.0,1500.0,350.0,2160.9425052382176,92.16295797823072,0.1897416928207204,0.2722272192062712
Harpreet Singh,2,123.0,103.36134453781514,10.0,3.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.174186126693809,0.0
Harshit Rana,0,2.0,66.66666666666666,0.0,0.0,27.0,8.784119106699752,590.0,1500.0,350.0,2230.179106274126,93.96789858645968,-0.1036788490658703,0.2289442940019975
I Sharma,3,57.0,80.28169014084507,4.0,2.0,96.0,8.040345821325648,3255.0,1500.0,350.0,2270.498193904143,84.53441387081041,0.0868183895898908,0.3193728313113609
I Udana,1,15.0,136.36363636363635,1.0,1.0,8.0,9.428571428571429,286.0,1500.0,350.0,2130.3694705054445,123.0185340077203,0.0823020509137748,0.2122500902517967
IC Pandey,0,0.0,0.0,0.0,0.0,19.0,7.791044776119403,609.0,1500.0,350.0,1998.395678229277,96.56903676794302,-0.0022037409440064,0.3521629388985234
IK Pathan,3,1150.0,116.75126903553299,88.0,38.0,99.0,7.698059630856601,2711.0,1500.0,350.0,1836.108290050504,89.63592707583507,0.2027084533366696,0.3091439058901566
IR Jaggi,2,76.0,76.0,6.0,0.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.0833912474609785,0.0
IS Sodhi,0,7.0,38.88888888888889,0.0,0.0,9.0,6.725274725274725,204.0,1500.0,350.0,2257.906207976256,126.11264918187948,-0.0137637071722729,0.1741457374754821
Imran Tahir,3,33.0,89.1891891891892,5.0,0.0,86.0,7.741791044776119,1729.0,1500.0,350.0,2558.150790784275,86.06756557693687,0.2389751031510406,0.2179306711916908
Iqbal Abdulla,1,88.0,102.32558139534885,9.0,1.0,45.0,7.158006362672323,1125.0,1500.0,350.0,1963.133143658793,87.26067514744736,0.2362420842152036,0.2741229205237056
Ishan Kishan,4,2644.0,132.79758915118032,255.0,119.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2880502758411462,0.0
J Botha,1,409.0,112.36263736263736,39.0,5.0,27.0,6.922425952045134,818.0,1500.0,350.0,2001.1419195177689,90.8747538289836,0.2899807878289039,0.1362699142337635
J Fraser-McGurk,2,330.0,220.00000000000003,32.0,28.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,-0.0906416732868276,0.0
J Little,0,0.0,0.0,0.0,0.0,13.0,8.669491525423728,341.0,1500.0,350.0,1876.416148725842,110.89838025466344,0.0,0.2151757110914143
J Suchith,1,70.0,112.90322580645163,6.0,3.0,20.0,8.350230414746544,604.0,1500.0,350.0,2240.053547906211,101.42870528291166,0.2778987301726968,0.2383172543969787
J Syed Mohammad,1,29.0,107.40740740740742,4.0,0.0,10.0,8.755102040816325,286.0,1500.0,350.0,1822.4256428486,127.04733610400416,0.1060320274487127,0.3046143619928061
J Theron,1,10.0,76.92307692307693,1.0,0.0,13.0,7.940425531914894,311.0,1500.0,350.0,1882.9516932445104,114.97341293469756,0.2757367269085039,0.1830261950447634
J Yadav,1,40.0,105.26315789473684,2.0,1.0,9.0,6.738693467336684,447.0,1500.0,350.0,2170.2541635918788,100.30006919159489,-0.0016042466331626,0.2277363203316534
JA Morkel,3,975.0,136.93820224719101,61.0,55.0,96.0,7.998893193137797,2409.0,1500.0,350.0,1591.884051394936,87.24957390552156,0.3184668841051736,0.2752220636062756
JA Richardson,0,17.0,62.96296296296296,2.0,0.0,3.0,10.340425531914892,162.0,1500.0,350.0,2225.227149780613,186.2541837787755,-0.0859428702093511,0.4149521404454035
JC Archer,1,199.0,150.75757575757575,11.0,14.0,49.0,7.355623100303951,1210.0,1500.0,350.0,2137.6336589565076,85.39940563059305,0.0459643485487707,0.2809652628454552
JC Buttler,4,3583.0,142.23898372369987,356.0,161.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3036338901824337,0.0
JD Ryder,1,604.0,129.6137339055794,69.0,19.0,11.0,7.817427385892117,314.0,1500.0,350.0,1870.4351776932776,115.88734100706054,0.3047559290031009,0.2461890936779194
JD Unadkat,3,197.0,115.88235294117648,16.0,7.0,109.0,8.80309936189608,3219.0,1500.0,350.0,2089.6148096724796,96.80638975400434,0.1447284545871972,0.3754180462049133
JDP Oram,1,106.0,96.36363636363636,6.0,5.0,13.0,8.901639344262295,362.0,1500.0,350.0,1662.4931982477945,110.78343551489698,0.1459231825152614,0.3065960343200135
JDS Neesham,1,92.0,98.9247311827957,6.0,2.0,8.0,9.243243243243244,342.0,1500.0,350.0,2339.5150663379454,132.19013106603958,0.2527400786511476,0.4356987692365584
JE Taylor,1,3.0,75.0,0.0,0.0,6.0,8.213114754098362,167.0,1500.0,350.0,1748.109482569606,137.5015466841368,0.3380955257684742,0.2194063777179239
JEC Franklin,1,327.0,105.8252427184466,25.0,9.0,9.0,8.70967741935484,225.0,1500.0,350.0,1840.0790823803145,123.86673223295514,0.2154089960254311,0.3175062710009718
JH Kallis,3,2427.0,105.93627237014405,255.0,44.0,74.0,7.8310172317954425,2348.0,1500.0,350.0,1778.5502415912365,89.39509737343789,0.17168867289044,0.2710188279268815
JJ Bumrah,3,68.0,85.0,5.0,1.0,182.0,7.233908948194662,3840.0,1500.0,350.0,2472.4030201770097,82.86931343248723,0.0245742105748102,0.2320879016831859
JJ Roy,2,614.0,133.47826086956522,75.0,21.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2649484111219463,0.0
JJ van der Wath,1,18.0,105.88235294117648,1.0,1.0,3.0,10.578947368421051,134.0,1500.0,350.0,1256.578243367997,189.6527917819249,0.1981152059658381,0.6869183275764935
JL Pattinson,1,15.0,115.38461538461537,2.0,0.0,11.0,8.675675675675677,321.0,1500.0,350.0,1757.7040284370855,116.52119416769202,0.2375479771599078,0.2616955044763235
JM Bairstow,2,1589.0,140.37102473498234,166.0,69.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2645484112468834,0.0
JM Kemp,1,26.0,104.0,1.0,1.0,3.0,7.404255319148936,58.0,1500.0,350.0,1985.0914862964669,187.00734467536873,0.1687047496776,0.0629645658780728
JM Sharma,2,730.0,145.70858283433134,53.0,45.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2478017407484716,0.0
JO Holder,1,259.0,119.35483870967742,13.0,18.0,59.0,8.516682554814109,1489.0,1500.0,350.0,1862.5689285970989,87.08949378187965,0.2657793274633771,0.2752118315446287
JP Behrendorff,0,6.0,66.66666666666666,0.0,0.0,22.0,8.91292875989446,563.0,1500.0,350.0,2175.6098068424026,98.79242054332,-0.2121874385016112,0.3954917500157219
JP Duminy,1,2029.0,120.77380952380952,126.0,79.0,23.0,7.249643366619115,847.0,1500.0,350.0,1959.954728987801,94.45626919302104,0.2683149337572923,0.1864649670211358
JP Faulkner,3,527.0,129.80295566502463,36.0,23.0,76.0,8.620046620046619,1849.0,1500.0,350.0,1744.4983094414945,91.31033626571178,0.2295898594790442,0.2675195631131751
JPR Scantlebury-Searles,0,8.0,133.33333333333331,0.0,1.0,2.0,11.866666666666667,89.0,1500.0,350.0,1400.0960881525532,241.13062590574725,-0.209458604548714,0.4131371357310835
JR Hazlewood,0,19.0,65.51724137931035,1.0,0.0,36.0,8.006430868167202,830.0,1500.0,350.0,2337.8275421404073,87.08388510045968,0.1129277342641849,0.2891112690298336
JR Hopes,1,417.0,132.80254777070064,49.0,11.0,14.0,9.138211382113822,562.0,1500.0,350.0,1597.7254583313563,107.04837276582695,0.2788731495573155,0.3911267783600584
JR Philippe,2,78.0,97.5,9.0,1.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2428511386642707,0.0
JW Hastings,0,0.0,0.0,0.0,0.0,3.0,6.491803278688526,66.0,1500.0,350.0,2326.7755579485565,203.59880483975908,0.0,0.2889424203543076
Jaskaran Singh,0,8.0,72.72727272727273,0.0,0.0,6.0,9.405405405405405,174.0,1500.0,350.0,1368.3501788172457,137.97559186761862,0.1049909514509705,0.1894259755703242
Joginder Sharma,1,36.0,120.0,1.0,2.0,13.0,9.286764705882353,421.0,1500.0,350.0,1303.5094849962568,115.85278140168518,0.2945028390481866,0.3153657589829112
K Goel,1,218.0,91.21338912133892,17.0,9.0,0.0,8.417910447761194,94.0,1500.0,350.0,1713.2332172692506,191.9145630927266,0.1151154540650458,0.2631034160542349
K Gowtham,1,247.0,155.34591194968556,15.0,17.0,22.0,8.263772954924875,825.0,1500.0,350.0,2042.3344481078943,99.08525529391952,-0.0093543195809159,0.243457260401593
K Kartikeya,0,9.0,69.23076923076923,1.0,0.0,10.0,8.315352697095435,334.0,1500.0,350.0,1987.1370135915856,122.279689734873,0.163450148879811,0.2872096112567451
K Khejroliya,0,0.0,0.0,0.0,0.0,5.0,10.279069767441861,221.0,1500.0,350.0,1879.1560171390831,133.62491857462285,0.0,0.2874781085961151
K Rabada,3,206.0,99.51690821256038,16.0,8.0,126.0,8.343995804929207,2652.0,1500.0,350.0,2145.37937446204,84.95880697502379,0.0794290144681271,0.2795039686188457
K Santokie,0,0.0,0.0,0.0,0.0,3.0,10.705882352941178,91.0,1500.0,350.0,1895.413043038889,233.42328405582364,0.0,0.640515434214395
K Upadhyay,1,12.0,133.33333333333331,0.0,1.0,0.0,8.678571428571429,81.0,1500.0,350.0,1817.0172303824847,207.3539597932114,0.2057840216116946,0.6710699076249637
K Yadav,0,0.0,0.0,0.0,0.0,2.0,9.444444444444445,85.0,1500.0,350.0,1607.3130202508023,205.48849346438243,0.0127928514639839,0.0809630708553323
KA Jamieson,1,65.0,118.18181818181819,5.0,3.0,9.0,9.083798882681563,271.0,1500.0,350.0,1695.7227495745346,133.9511830432274,0.3652308591492128,0.4164596514398846
KA Maharaj,0,1.0,50.0,0.0,0.0,2.0,6.5,39.0,1500.0,350.0,2888.599712574499,251.55565939318825,-0.3741809334192241,0.1044632703459374
KA Pollard,4,3437.0,140.45770331017573,221.0,224.0,81.0,8.32282471626734,2200.0,1500.0,350.0,2204.3030838783893,95.11772150689866,0.3404243594382102,0.2517337862210634
KAJ Roach,0,10.0,111.11111111111111,1.0,0.0,0.0,9.230769230769232,80.0,1500.0,350.0,1093.3080600744015,196.18366895664016,-0.3594371129950092,0.2080528159840895
KB Arun Karthik,2,51.0,96.22641509433963,4.0,1.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.1039721485319094,0.0
KC Cariappa,1,24.0,114.28571428571428,0.0,2.0,8.0,9.348214285714285,349.0,1500.0,350.0,2062.5295961200045,120.13229933561612,0.3922712528435003,0.4024424391888696
KC Sangakkara,2,1687.0,118.4691011235955,195.0,27.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2341632850288549,0.0
KD Karthik,4,4843.0,131.35340385136968,466.0,161.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2898913051096654,0.0
KH Pandya,3,1647.0,127.97202797202797,144.0,61.0,80.0,7.267063673843334,2644.0,1500.0,350.0,2294.9957104048417,89.3023437749261,0.29034567085639,0.1935588701903924
KJ Abbott,1,13.0,162.5,0.0,1.0,2.0,10.705882352941178,182.0,1500.0,350.0,1711.0274056657568,194.59170409034385,-0.0181679579312008,0.4246248121003267
KK Ahmed,0,1.0,14.285714285714285,0.0,0.0,78.0,8.556133828996284,1918.0,1500.0,350.0,2005.2719742563152,87.74290309494688,-0.0599228714056255,0.3587419221896738
KK Cooper,1,116.0,165.71428571428572,9.0,8.0,36.0,7.89,789.0,1500.0,350.0,2076.6658714575306,84.98323577134828,0.2743691043480424,0.1785333622407683
KK Nair,2,1496.0,125.503355704698,161.0,39.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2932550200548862,0.0
KL Nagarkoti,0,22.0,64.70588235294117,1.0,0.0,5.0,9.308108108108108,287.0,1500.0,350.0,1602.09169985823,134.30683123322927,-0.0469719471058778,0.369516948260124
KL Rahul,4,4689.0,131.05086640581328,400.0,187.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3044343936361754,0.0
KM Asif,0,0.0,0.0,0.0,0.0,7.0,9.734265734265733,232.0,1500.0,350.0,1572.8094221176314,165.4660538839903,-0.0093437431605359,0.4079713069561321
KM Jadhav,2,1208.0,119.36758893280633,102.0,40.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2551158268776495,0.0
KMA Paul,1,18.0,69.23076923076923,1.0,1.0,10.0,7.966666666666667,239.0,1500.0,350.0,1752.3633476510236,127.5807515181473,0.2670228053986299,0.1370584265603542
KMDN Kulasekara,0,5.0,166.66666666666669,1.0,0.0,6.0,6.841121495327102,122.0,1500.0,350.0,1987.6490019016285,148.11918671268552,-0.4095962111821944,0.2385657147783729
KP Appanna,0,2.0,50.0,0.0,0.0,11.0,7.864864864864865,291.0,1500.0,350.0,1953.415194535565,119.88593792089311,-0.2510945619621972,0.2753596748433229
KP Pietersen,1,1001.0,132.05804749340368,91.0,40.0,9.0,7.266666666666666,218.0,1500.0,350.0,1813.7680769426408,124.9368798418542,0.3164895094461812,0.2567453112014002
KR Mayers,1,379.0,137.31884057971016,38.0,22.0,0.0,7.695652173913043,59.0,1500.0,350.0,2168.3822606276335,209.3439413730285,0.3155735007580156,0.1862899377403782
KR Sen,0,0.0,0.0,0.0,0.0,14.0,9.31764705882353,396.0,1500.0,350.0,1968.6084342523743,103.78399208516922,0.0084287000651239,0.2779561405105639
KS Bharat,2,199.0,118.45238095238095,12.0,8.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3081335440014479,0.0
KS Williamson,1,2132.0,122.95271049596307,187.0,64.0,0.0,10.333333333333334,31.0,1500.0,350.0,1546.8542453078112,281.3270618452359,0.2863275889982405,0.7795632515488189
KT Maphaka,0,0.0,0.0,0.0,0.0,1.0,13.846153846153845,90.0,1500.0,350.0,1329.9549490530126,286.10480329832825,0.0,0.4858697006327162
KV Sharma,3,351.0,114.70588235294117,20.0,17.0,82.0,8.407894736842106,2130.0,1500.0,350.0,1993.164673471067,93.36299487367786,0.0336284564179139,0.2794693834649955
KW Richardson,1,36.0,92.3076923076923,2.0,1.0,21.0,8.330434782608695,479.0,1500.0,350.0,1884.1098049863504,96.57036459249495,0.1505194181717037,0.410250127228672
Kamran Akmal,2,128.0,164.1025641025641,13.0,8.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.3403217441568243,0.0
Kamran Khan,0,3.0,60.0,0.0,0.0,14.0,8.406779661016948,248.0,1500.0,350.0,1756.3918543136326,117.8351143376293,0.2303338422420175,0.3418817496710615
Karanveer Singh,0,12.0,70.58823529411765,1.0,0.0,14.0,9.098591549295774,323.0,1500.0,350.0,1597.9936153371073,137.41535306948865,0.0247059916535671,0.4290321723886768
Kartik Tyagi,0,13.0,81.25,1.0,0.0,16.0,9.432314410480348,720.0,1500.0,350.0,1961.4788495272912,98.45244080912684,-0.0300152587989964,0.3358284493042228
Kuldeep Yadav,3,183.0,81.69642857142857,16.0,3.0,90.0,8.106382978723403,2413.0,1500.0,350.0,2109.9500196903955,86.38654640826505,0.0531024616056182,0.2396946453751714
L Ablish,0,0.0,0.0,0.0,0.0,5.0,10.133333333333333,76.0,1500.0,350.0,1594.3056731111262,174.92936303954698,-0.0078591683030429,0.1281367078644125
L Balaji,3,36.0,72.0,2.0,1.0,85.0,7.940279542566708,2083.0,1500.0,350.0,1719.9974336043076,82.94078847540216,0.1965865298408664,0.2442278754607306
L Ngidi,0,0.0,0.0,0.0,0.0,28.0,8.070175438596491,460.0,1500.0,350.0,1952.5008913493216,97.50384045474308,0.0,0.2165987370202825
L Ronchi,2,34.0,91.8918918918919,6.0,1.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2263091178300962,0.0
L Wood,1,9.0,300.0,0.0,1.0,1.0,14.842105263157896,94.0,1500.0,350.0,1333.1059631990636,288.1154325812338,-0.4804314244395631,0.2277856352824647
LA Carseldine,1,81.0,114.08450704225352,11.0,0.0,1.0,5.142857142857142,6.0,1500.0,350.0,1637.5486265153706,274.6705831494711,0.20287923906635,0.2998000965393207
LA Pomersbach,2,302.0,120.3187250996016,25.0,13.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.2379655908524881,0.0
LB Williams,0,1.0,50.0,0.0,0.0,1.0,10.571428571428571,74.0,1500.0,350.0,1749.6888497025825,242.38545455031172,0.0090879353104565,0.2044807138380086
LE Plunkett,0,1.0,33.33333333333333,0.0,0.0,4.0,8.883116883116884,228.0,1500.0,350.0,1913.9092398965583,145.9170217926052,0.0192015433486759,0.042815771654639
LH Ferguson,1,68.0,141.66666666666669,6.0,2.0,57.0,8.688622754491018,1451.0,1500.0,350.0,1867.909875741092,87.1010050547375,0.462265091910212,0.2993073619324831
LJ Wright,1,106.0,168.25396825396825,16.0,3.0,2.0,10.0,125.0,1500.0,350.0,1833.434566993439,198.5171875304109,0.3597376178440217,0.2758183471371163
LMP Simmons,1,1079.0,122.89293849658314,109.0,44.0,1.0,11.333333333333332,34.0,1500.0,350.0,1322.3111438527817,284.8755075417346,0.3245432439287462,0.7201633490424622
LR Shukla,1,405.0,113.12849162011173,33.0,16.0,17.0,8.429447852760736,458.0,1500.0,350.0,1905.3594671163612,102.1490489631492,0.1525216622962557,0.3442329852630431
LRPL Taylor,1,1017.0,120.07083825265643,66.0,46.0,0.0,11.076923076923077,24.0,1500.0,350.0,1784.203152502714,273.2370343887073,0.1902394005258866,0.7122969494925484
LS Livingstone,1,939.0,154.1871921182266,66.0,66.0,11.0,8.876404494382022,395.0,1500.0,350.0,2462.6752318129943,109.6507423801381,0.3197695559675236,0.332200267223993
Lalit Yadav,1,305.0,101.32890365448506,27.0,7.0,11.0,8.775510204081634,430.0,1500.0,350.0,1854.1783979543247,110.8097983962852,0.1174375195274284,0.2507981955127642
M Ashwin,0,35.0,70.0,2.0,1.0,35.0,7.897550111358575,1182.0,1500.0,350.0,2109.539301567056,90.0425329807512,-0.1766663282725806,0.2381176262288592
M Jansen,0,66.0,92.95774647887323,5.0,2.0,22.0,9.018480492813142,732.0,1500.0,350.0,1890.093777273168,97.98660292127404,0.0493290628222649,0.3869640089926247
M Kaif,2,259.0,100.3875968992248,22.0,6.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.1285399163767757,0.0
M Kartik,1,113.0,103.6697247706422,7.0,1.0,39.0,7.197969543147208,1418.0,1500.0,350.0,1831.614499758759,89.37389910053001,0.0873098109724374,0.2109470434469533
M Klinger,2,73.0,93.58974358974359,9.0,0.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.1120920418520583,0.0
M Manhas,1,514.0,105.76131687242798,43.0,10.0,0.0,6.0,42.0,1500.0,350.0,1784.1393030597317,240.07532002086552,0.1314360862042355,0.3339618608141045
M Markande,1,48.0,109.09090909090908,5.0,1.0,37.0,8.800542740841248,1081.0,1500.0,350.0,1726.27936253572,93.89857639006108,0.2087893705909098,0.3472732731321798
M Morkel,3,126.0,135.48387096774192,11.0,5.0,88.0,7.5432607416127135,2136.0,1500.0,350.0,1980.294901161331,84.14659927526213,0.078752350636666,0.3073817537359461
M Muralitharan,0,20.0,66.66666666666666,1.0,0.0,67.0,6.698292220113853,1765.0,1500.0,350.0,1981.491881369984,88.98881786139358,-0.1941181745820991,0.1514167238315522
M Ntini,1,11.0,57.89473684210527,2.0,0.0,8.0,7.23943661971831,257.0,1500.0,350.0,1940.8360635617016,122.19454538044668,0.3801369891274553,0.4127951152779895
M Pathirana,0,0.0,0.0,0.0,0.0,38.0,7.359840954274354,617.0,1500.0,350.0,2313.5529524311896,89.9597949406966,0.0,0.0729225805025454
M Prasidh Krishna,0,9.0,37.5,0.0,0.0,54.0,8.485783915515842,1741.0,1500.0,350.0,2110.976281073205,84.27532009624711,-0.1950380647739527,0.2971729407544333
M Rawat,2,55.0,78.57142857142857,4.0,1.0,0.0,0.0,0.0,1500.0,350.0,1500.0,350.0,0.1265088264851726,0.0
